species,TreeID,census,e,Cluster,S_t,n,N_t,E_t,dn,de,dN/S,dE/S
316,225103,1,1.0,2,56,14,184,8121.495902777778,0,0.0,-0.10714285714285714,3.7110751488095275
316,225103,2,1.0,2,54,14,178,8329.316111111111,1,6.0,0.3333333333333333,-43.17304197530865
316,225103,3,7.839999999999999,2,59,15,196,5997.971844444444,-3,1.160000000000001,-0.2542372881355932,19.38563639359699
316,225103,4,9.610000000000001,2,62,12,181,7141.724391666667,-3,2.389999999999999,-0.3064516129032258,6.240484722222229
316,225103,5,12.96,2,55,9,162,7528.634444444445,1,2.039999999999999,-0.07272727272727272,5.1539381818181775
316,225103,6,15.209999999999999,2,53,10,158,7812.101044444445,-2,2.790000000000001,0.32075471698113206,-35.34014915901895
316,225103,7,18.49,2,57,8,175,5939.07313901644,0,-0.48999999999999844,-0.17543859649122806,38.982669642553255
316,225106,1,1.0,2,56,14,184,8121.495902777778,0,0.0,-0.10714285714285714,3.7110751488095275
316,225106,2,1.0,2,54,14,178,8329.316111111111,1,0.0,0.3333333333333333,-43.17304197530865
316,225106,3,1.6900000000000002,2,59,15,196,5997.971844444444,-3,-0.6900000000000002,-0.2542372881355932,19.38563639359699
316,225106,4,1.6900000000000002,2,62,12,181,7141.724391666667,-12,-1.6900000000000002,-0.3064516129032258,6.240484722222229
316,225134,1,1.0,2,56,14,184,8121.495902777778,0,0.0,-0.10714285714285714,3.7110751488095275
316,225134,2,1.0,2,54,14,178,8329.316111111111,-14,-1.0,0.3333333333333333,-43.17304197530865
316,225158,1,1.0,2,56,14,184,8121.495902777778,0,1.0,-0.10714285714285714,3.7110751488095275
316,225158,2,2.25,2,54,14,178,8329.316111111111,1,0.75,0.3333333333333333,-43.17304197530865
316,225158,3,3.24,2,59,15,196,5997.971844444444,-3,1.7599999999999998,-0.2542372881355932,19.38563639359699
316,225158,4,5.289999999999999,2,62,12,181,7141.724391666667,-3,-0.28999999999999915,-0.3064516129032258,6.240484722222229
316,225158,5,5.289999999999999,2,55,9,162,7528.634444444445,1,-2.289999999999999,-0.07272727272727272,5.1539381818181775
316,225158,6,3.0625,2,53,10,158,7812.101044444445,-2,-0.0625,0.32075471698113206,-35.34014915901895
316,225158,7,3.0625,2,57,8,175,5939.07313901644,0,-0.0625,-0.17543859649122806,38.982669642553255
316,225170,1,16.0,2,56,14,184,8121.495902777778,0,0.0,-0.10714285714285714,3.7110751488095275
316,225170,2,16.0,2,54,14,178,8329.316111111111,-14,-16.0,0.3333333333333333,-43.17304197530865
316,225173,1,1.0,2,56,14,184,8121.495902777778,0,0.0,-0.10714285714285714,3.7110751488095275
316,225173,2,1.0,2,54,14,178,8329.316111111111,1,0.0,0.3333333333333333,-43.17304197530865
316,225173,3,1.9599999999999997,2,59,15,196,5997.971844444444,-3,-0.9599999999999997,-0.2542372881355932,19.38563639359699
316,225173,4,1.44,2,62,12,181,7141.724391666667,-3,-0.43999999999999995,-0.3064516129032258,6.240484722222229
316,225173,5,1.9599999999999997,2,55,9,162,7528.634444444445,1,-0.9599999999999997,-0.07272727272727272,5.1539381818181775
316,225173,6,1.9599999999999997,2,53,10,158,7812.101044444445,-10,-1.9599999999999997,0.32075471698113206,-35.34014915901895
316,237221,2,1.0,2,54,14,178,8329.316111111111,1,0.0,0.3333333333333333,-43.17304197530865
316,237221,3,1.6900000000000002,2,59,15,196,5997.971844444444,-15,-1.6900000000000002,-0.2542372881355932,19.38563639359699
316,270656,3,2.25,2,59,15,196,5997.971844444444,-15,-2.25,-0.2542372881355932,19.38563639359699
316,270665,3,1.44,2,59,15,196,5997.971844444444,-3,-0.43999999999999995,-0.2542372881355932,19.38563639359699
316,270665,4,1.0,2,62,12,181,7141.724391666667,-3,0.0,-0.3064516129032258,6.240484722222229
316,270665,5,1.2100000000000002,2,55,9,162,7528.634444444445,1,-0.2100000000000002,-0.07272727272727272,5.1539381818181775
316,270665,6,1.2100000000000002,2,53,10,158,7812.101044444445,-2,-0.2100000000000002,0.32075471698113206,-35.34014915901895
316,270665,7,1.44,2,57,8,175,5939.07313901644,-8,-1.44,-0.17543859649122806,38.982669642553255
316,270688,3,1.2100000000000002,2,59,15,196,5997.971844444444,-3,-0.2100000000000002,-0.2542372881355932,19.38563639359699
316,270688,4,1.6900000000000002,2,62,12,181,7141.724391666667,-3,-0.6900000000000002,-0.3064516129032258,6.240484722222229
316,270688,5,1.6900000000000002,2,55,9,162,7528.634444444445,1,2.3099999999999996,-0.07272727272727272,5.1539381818181775
316,270688,6,4.840000000000001,2,53,10,158,7812.101044444445,-2,-0.8400000000000007,0.32075471698113206,-35.34014915901895
316,270688,7,4.41,2,57,8,175,5939.07313901644,0,0.5899999999999999,-0.17543859649122806,38.982669642553255
316,270699,3,1.2100000000000002,2,59,15,196,5997.971844444444,-3,-0.2100000000000002,-0.2542372881355932,19.38563639359699
316,270699,4,1.44,2,62,12,181,7141.724391666667,-12,-1.44,-0.3064516129032258,6.240484722222229
316,327089,5,1.0,2,55,9,162,7528.634444444445,1,0.0,-0.07272727272727272,5.1539381818181775
316,327089,6,1.9599999999999997,2,53,10,158,7812.101044444445,-2,0.04000000000000026,0.32075471698113206,-35.34014915901895
316,327089,7,2.5600000000000005,2,57,8,175,5939.07313901644,0,0.4399999999999995,-0.17543859649122806,38.982669642553255
316,346352,6,1.44,2,53,10,158,7812.101044444445,-10,-1.44,0.32075471698113206,-35.34014915901895
316,456373,7,1.44,2,57,8,175,5939.07313901644,0,3.56,-0.17543859649122806,38.982669642553255
1575,7983,1,750.7599999999999,4,56,2,184,8121.495902777778,0,44.24000000000012,-0.10714285714285714,3.7110751488095275
1575,225129,1,46.239999999999995,4,56,2,184,8121.495902777778,0,-0.23999999999999488,-0.10714285714285714,3.7110751488095275
81,270637,3,2.25,4,59,1,196,5997.971844444444,0,1.75,-0.2542372881355932,19.38563639359699
81,270637,4,4.41,4,62,1,181,7141.724391666667,0,0.5899999999999999,-0.3064516129032258,6.240484722222229
81,270637,5,5.289999999999999,4,55,1,162,7528.634444444445,0,0.7100000000000009,-0.07272727272727272,5.1539381818181775
81,270637,6,6.760000000000001,4,53,1,158,7812.101044444445,0,1.2399999999999993,0.32075471698113206,-35.34014915901895
990,225085,1,1.0,2,56,2,184,8121.495902777778,0,1.0,-0.10714285714285714,3.7110751488095275
990,225085,2,2.25,2,54,2,178,8329.316111111111,0,-1.25,0.3333333333333333,-43.17304197530865
990,225085,3,1.6900000000000002,2,59,2,196,5997.971844444444,0,0.30999999999999983,-0.2542372881355932,19.38563639359699
990,225085,4,2.5600000000000005,2,62,2,181,7141.724391666667,-2,-2.5600000000000005,-0.3064516129032258,6.240484722222229
990,225085,6,4.840000000000001,2,53,2,158,7812.101044444445,0,9.16,0.32075471698113206,-35.34014915901895
990,225085,7,14.44,2,57,2,175,5939.07313901644,1,18.560000000000002,-0.17543859649122806,38.982669642553255
990,225118,1,6.25,2,56,2,184,8121.495902777778,0,-0.25,-0.10714285714285714,3.7110751488095275
990,225118,2,6.25,2,54,2,178,8329.316111111111,0,2.75,0.3333333333333333,-43.17304197530865
990,225118,3,9.0,2,59,2,196,5997.971844444444,0,21.0,-0.2542372881355932,19.38563639359699
990,225118,4,30.25,2,62,2,181,7141.724391666667,-1,2.75,-0.3064516129032258,6.240484722222229
990,225118,5,33.64,2,55,1,162,7528.634444444445,1,0.35999999999999943,-0.07272727272727272,5.1539381818181775
990,225118,6,34.81,2,53,2,158,7812.101044444445,0,59.19,0.32075471698113206,-35.34014915901895
990,225118,7,94.08999999999999,2,57,2,175,5939.07313901644,1,68.91000000000001,-0.17543859649122806,38.982669642553255
1145,225053,1,62.93777777777777,4,56,2,184,8121.495902777778,0,7.062222222222232,-0.10714285714285714,3.7110751488095275
1145,225053,2,70.56,4,54,2,178,8329.316111111111,0,13.439999999999998,0.3333333333333333,-43.17304197530865
1145,225053,3,84.63999999999999,4,59,2,196,5997.971844444444,0,-1.6399999999999864,-0.2542372881355932,19.38563639359699
1145,225053,4,83.41777777777777,4,62,2,181,7141.724391666667,0,-0.41777777777777203,-0.3064516129032258,6.240484722222229
1145,225053,5,83.41777777777777,4,55,2,162,7528.634444444445,0,0.582222222222228,-0.07272727272727272,5.1539381818181775
1145,225053,6,84.63999999999999,4,53,2,158,7812.101044444445,-2,-84.63999999999999,0.32075471698113206,-35.34014915901895
1145,225125,1,58.140625,4,56,2,184,8121.495902777778,0,0.859375,-0.10714285714285714,3.7110751488095275
1145,225125,2,59.290000000000006,4,54,2,178,8329.316111111111,0,36.709999999999994,0.3333333333333333,-43.17304197530865
1145,225125,3,96.04000000000002,4,59,2,196,5997.971844444444,0,0.9599999999999795,-0.2542372881355932,19.38563639359699
1145,225125,4,97.21959999999999,4,62,2,181,7141.724391666667,0,-10.219599999999986,-0.3064516129032258,6.240484722222229
1145,225125,5,87.4225,4,55,2,162,7528.634444444445,0,11.5775,-0.07272727272727272,5.1539381818181775
1145,225125,6,99.66694444444443,4,53,2,158,7812.101044444445,-1,6.333055555555575,0.32075471698113206,-35.34014915901895
1145,225125,7,106.97469387755103,4,57,1,175,5939.07313901644,0,-6.974693877551033,-0.17543859649122806,38.982669642553255
1163,225135,1,129.96,4,56,1,184,8121.495902777778,0,23.039999999999992,-0.10714285714285714,3.7110751488095275
825,270687,3,1.6900000000000002,3,59,2,196,5997.971844444444,0,14.31,-0.2542372881355932,19.38563639359699
825,270687,4,16.81,3,62,2,181,7141.724391666667,0,6.190000000000001,-0.3064516129032258,6.240484722222229
825,270687,5,23.04,3,55,2,162,7528.634444444445,-1,12.96,-0.07272727272727272,5.1539381818181775
825,270687,6,36.0,3,53,1,158,7812.101044444445,0,68.0,0.32075471698113206,-35.34014915901895
825,270687,7,104.03999999999999,3,57,1,175,5939.07313901644,0,29.960000000000008,-0.17543859649122806,38.982669642553255
825,270694,3,1.2100000000000002,3,59,2,196,5997.971844444444,0,-0.2100000000000002,-0.2542372881355932,19.38563639359699
825,270694,4,1.9599999999999997,3,62,2,181,7141.724391666667,0,0.04000000000000026,-0.3064516129032258,6.240484722222229
825,270694,5,2.5600000000000005,3,55,2,162,7528.634444444445,-2,-2.5600000000000005,-0.07272727272727272,5.1539381818181775
827,225040,1,9.0,3,56,8,184,8121.495902777778,0,0.0,-0.10714285714285714,3.7110751488095275
827,225040,2,9.0,3,54,8,178,8329.316111111111,0,1.0,0.3333333333333333,-43.17304197530865
827,225040,3,10.889999999999999,3,59,8,196,5997.971844444444,-8,-10.889999999999999,-0.2542372881355932,19.38563639359699
827,225040,5,15.209999999999999,3,55,6,162,7528.634444444445,-1,-1.209999999999999,-0.07272727272727272,5.1539381818181775
827,225040,6,14.44,3,53,5,158,7812.101044444445,0,4.5600000000000005,0.32075471698113206,-35.34014915901895
827,225040,7,19.360000000000003,3,57,5,175,5939.07313901644,-5,-19.360000000000003,-0.17543859649122806,38.982669642553255
827,225060,1,4.0,3,56,8,184,8121.495902777778,0,0.0,-0.10714285714285714,3.7110751488095275
827,225060,2,4.0,3,54,8,178,8329.316111111111,0,3.0,0.3333333333333333,-43.17304197530865
827,225060,3,7.839999999999999,3,59,8,196,5997.971844444444,-2,4.160000000000001,-0.2542372881355932,19.38563639359699
827,225060,4,12.25,3,62,6,181,7141.724391666667,0,-0.25,-0.3064516129032258,6.240484722222229
827,225060,5,12.96,3,55,6,162,7528.634444444445,-1,-0.9600000000000009,-0.07272727272727272,5.1539381818181775
827,225060,6,12.96,3,53,5,158,7812.101044444445,0,3.039999999999999,0.32075471698113206,-35.34014915901895
827,225060,7,16.0,3,57,5,175,5939.07313901644,-5,-16.0,-0.17543859649122806,38.982669642553255
827,225098,1,39.69,3,56,8,184,8121.495902777778,0,3.3100000000000023,-0.10714285714285714,3.7110751488095275
827,225098,2,43.559999999999995,3,54,8,178,8329.316111111111,0,3.440000000000005,0.3333333333333333,-43.17304197530865
827,225098,3,47.61000000000001,3,59,8,196,5997.971844444444,-2,1.3899999999999935,-0.2542372881355932,19.38563639359699
827,225098,4,49.0,3,62,6,181,7141.724391666667,0,1.0,-0.3064516129032258,6.240484722222229
827,225098,5,50.41,3,55,6,162,7528.634444444445,-1,0.5900000000000034,-0.07272727272727272,5.1539381818181775
827,225098,6,51.84,3,53,5,158,7812.101044444445,0,4.159999999999997,0.32075471698113206,-35.34014915901895
827,225098,7,56.25,3,57,5,175,5939.07313901644,-5,-56.25,-0.17543859649122806,38.982669642553255
827,225100,1,6.25,3,56,8,184,8121.495902777778,0,-0.25,-0.10714285714285714,3.7110751488095275
827,225100,2,6.25,3,54,8,178,8329.316111111111,0,3.75,0.3333333333333333,-43.17304197530865
827,225100,3,10.240000000000002,3,59,8,196,5997.971844444444,-2,1.759999999999998,-0.2542372881355932,19.38563639359699
827,225100,4,12.25,3,62,6,181,7141.724391666667,0,1.75,-0.3064516129032258,6.240484722222229
827,225100,5,14.44,3,55,6,162,7528.634444444445,-1,1.5600000000000005,-0.07272727272727272,5.1539381818181775
827,225100,6,16.0,3,53,5,158,7812.101044444445,0,5.0,0.32075471698113206,-35.34014915901895
827,225100,7,21.159999999999997,3,57,5,175,5939.07313901644,-1,-0.1599999999999966,-0.17543859649122806,38.982669642553255
827,225126,1,2.25,3,56,8,184,8121.495902777778,0,-0.25,-0.10714285714285714,3.7110751488095275
827,225126,2,2.25,3,54,8,178,8329.316111111111,0,10.75,0.3333333333333333,-43.17304197530865
827,225126,3,13.690000000000001,3,59,8,196,5997.971844444444,-8,-13.690000000000001,-0.2542372881355932,19.38563639359699
827,225130,1,2.25,3,56,8,184,8121.495902777778,0,-0.25,-0.10714285714285714,3.7110751488095275
827,225130,2,2.25,3,54,8,178,8329.316111111111,0,-0.25,0.3333333333333333,-43.17304197530865
827,225130,3,2.5600000000000005,3,59,8,196,5997.971844444444,-8,-2.5600000000000005,-0.2542372881355932,19.38563639359699
827,225162,1,12.25,3,56,8,184,8121.495902777778,0,3.75,-0.10714285714285714,3.7110751488095275
827,225162,2,16.0,3,54,8,178,8329.316111111111,0,10.0,0.3333333333333333,-43.17304197530865
827,225162,3,26.009999999999998,3,59,8,196,5997.971844444444,-2,2.990000000000002,-0.2542372881355932,19.38563639359699
827,225162,4,29.160000000000004,3,62,6,181,7141.724391666667,-6,-29.160000000000004,-0.3064516129032258,6.240484722222229
827,225185,1,20.25,3,56,8,184,8121.495902777778,0,-0.25,-0.10714285714285714,3.7110751488095275
827,225185,2,20.25,3,54,8,178,8329.316111111111,0,8.75,0.3333333333333333,-43.17304197530865
827,225185,3,29.160000000000004,3,59,8,196,5997.971844444444,-2,6.839999999999996,-0.2542372881355932,19.38563639359699
827,225185,4,36.0,3,62,6,181,7141.724391666667,-6,-36.0,-0.3064516129032258,6.240484722222229
827,306932,4,1.44,3,62,6,181,7141.724391666667,0,-0.43999999999999995,-0.3064516129032258,6.240484722222229
827,306932,5,1.6900000000000002,3,55,6,162,7528.634444444445,-6,-1.6900000000000002,-0.07272727272727272,5.1539381818181775
827,327076,5,1.44,3,55,6,162,7528.634444444445,-1,-0.43999999999999995,-0.07272727272727272,5.1539381818181775
827,327076,6,1.44,3,53,5,158,7812.101044444445,0,4.5600000000000005,0.32075471698113206,-35.34014915901895
827,327076,7,6.760000000000001,3,57,5,175,5939.07313901644,-1,0.23999999999999932,-0.17543859649122806,38.982669642553255
1677,7,2,1.0,4,54,10,178,8329.316111111111,-10,-1.0,0.3333333333333333,-43.17304197530865
1677,225016,1,1.0,4,56,8,184,8121.495902777778,2,0.0,-0.10714285714285714,3.7110751488095275
1677,225016,2,1.0,4,54,10,178,8329.316111111111,-10,-1.0,0.3333333333333333,-43.17304197530865
1677,225037,1,9.0,4,56,8,184,8121.495902777778,2,0.0,-0.10714285714285714,3.7110751488095275
1677,225037,2,9.0,4,54,10,178,8329.316111111111,-4,1.0,0.3333333333333333,-43.17304197530865
1677,225037,3,10.889999999999999,4,59,6,196,5997.971844444444,-6,-10.889999999999999,-0.2542372881355932,19.38563639359699
1677,225055,1,4.0,4,56,8,184,8121.495902777778,2,0.0,-0.10714285714285714,3.7110751488095275
1677,225055,2,4.0,4,54,10,178,8329.316111111111,-4,10.0,0.3333333333333333,-43.17304197530865
1677,225055,3,14.44,4,59,6,196,5997.971844444444,-1,0.5600000000000005,-0.2542372881355932,19.38563639359699
1677,225055,4,15.209999999999999,4,62,5,181,7141.724391666667,-2,-0.20999999999999908,-0.3064516129032258,6.240484722222229
1677,225055,5,15.209999999999999,4,55,3,162,7528.634444444445,0,0.7900000000000009,-0.07272727272727272,5.1539381818181775
1677,225055,6,16.0,4,53,3,158,7812.101044444445,1,0.0,0.32075471698113206,-35.34014915901895
1677,225055,7,16.0,4,57,4,175,5939.07313901644,1,1.0,-0.17543859649122806,38.982669642553255
1677,225064,1,114.48999999999998,4,56,8,184,8121.495902777778,2,14.51000000000002,-0.10714285714285714,3.7110751488095275
1677,225064,2,129.96,4,54,10,178,8329.316111111111,-4,23.039999999999992,0.3333333333333333,-43.17304197530865
1677,225064,3,153.76000000000002,4,59,6,196,5997.971844444444,-6,-153.76000000000002,-0.2542372881355932,19.38563639359699
1677,225077,1,1.0,4,56,8,184,8121.495902777778,2,0.0,-0.10714285714285714,3.7110751488095275
1677,225077,2,1.0,4,54,10,178,8329.316111111111,-10,-1.0,0.3333333333333333,-43.17304197530865
1677,225164,1,6.25,4,56,8,184,8121.495902777778,2,2.75,-0.10714285714285714,3.7110751488095275
1677,225164,2,9.0,4,54,10,178,8329.316111111111,-4,25.0,0.3333333333333333,-43.17304197530865
1677,225164,3,34.81,4,59,6,196,5997.971844444444,-1,11.189999999999998,-0.2542372881355932,19.38563639359699
1677,225164,4,46.239999999999995,4,62,5,181,7141.724391666667,-5,-46.239999999999995,-0.3064516129032258,6.240484722222229
1677,225182,1,1.0,4,56,8,184,8121.495902777778,2,0.0,-0.10714285714285714,3.7110751488095275
1677,225182,2,1.0,4,54,10,178,8329.316111111111,-4,0.0,0.3333333333333333,-43.17304197530865
1677,225182,3,1.9599999999999997,4,59,6,196,5997.971844444444,-1,0.04000000000000026,-0.2542372881355932,19.38563639359699
1677,225182,4,2.8899999999999997,4,62,5,181,7141.724391666667,-2,0.11000000000000032,-0.3064516129032258,6.240484722222229
1677,225182,5,3.24,4,55,3,162,7528.634444444445,0,-0.2400000000000002,-0.07272727272727272,5.1539381818181775
1677,225182,6,3.61,4,53,3,158,7812.101044444445,1,-0.6099999999999999,0.32075471698113206,-35.34014915901895
1677,225182,7,3.61,4,57,4,175,5939.07313901644,1,0.3900000000000001,-0.17543859649122806,38.982669642553255
1677,230827,1,1.0,4,56,8,184,8121.495902777778,2,0.0,-0.10714285714285714,3.7110751488095275
1677,230827,2,1.0,4,54,10,178,8329.316111111111,-4,2.0,0.3333333333333333,-43.17304197530865
1677,230827,3,3.24,4,59,6,196,5997.971844444444,-1,5.76,-0.2542372881355932,19.38563639359699
1677,230827,4,9.0,4,62,5,181,7141.724391666667,-2,0.0,-0.3064516129032258,6.240484722222229
1677,230827,5,9.610000000000001,4,55,3,162,7528.634444444445,0,-0.6100000000000012,-0.07272727272727272,5.1539381818181775
1677,230827,6,9.610000000000001,4,53,3,158,7812.101044444445,1,1.3899999999999988,0.32075471698113206,-35.34014915901895
1677,230827,7,11.559999999999999,4,57,4,175,5939.07313901644,1,2.4400000000000013,-0.17543859649122806,38.982669642553255
1677,237226,2,1.0,4,54,10,178,8329.316111111111,-10,-1.0,0.3333333333333333,-43.17304197530865
1677,268518,4,1.2100000000000002,4,62,5,181,7141.724391666667,-5,-1.2100000000000002,-0.3064516129032258,6.240484722222229
1677,456378,7,1.6900000000000002,4,57,4,175,5939.07313901644,1,-0.6900000000000002,-0.17543859649122806,38.982669642553255
828,225036,1,179.56,3,56,6,184,8121.495902777778,0,27.439999999999998,-0.10714285714285714,3.7110751488095275
828,225036,2,207.36,3,54,6,178,8329.316111111111,-2,20.639999999999986,0.3333333333333333,-43.17304197530865
828,225036,3,228.01,3,59,4,196,5997.971844444444,1,11.990000000000009,-0.2542372881355932,19.38563639359699
828,225036,4,240.25,3,62,5,181,7141.724391666667,0,-3.25,-0.3064516129032258,6.240484722222229
828,225036,5,237.16000000000003,3,55,5,162,7528.634444444445,0,2.839999999999975,-0.07272727272727272,5.1539381818181775
828,225036,6,240.25,3,53,5,158,7812.101044444445,-5,-240.25,0.32075471698113206,-35.34014915901895
828,225082,1,2.25,3,56,6,184,8121.495902777778,0,-0.25,-0.10714285714285714,3.7110751488095275
828,225082,2,2.25,3,54,6,178,8329.316111111111,-6,-2.25,0.3333333333333333,-43.17304197530865
828,225086,1,4.0,3,56,6,184,8121.495902777778,0,-2.0,-0.10714285714285714,3.7110751488095275
828,225086,2,2.25,3,54,6,178,8329.316111111111,-6,-2.25,0.3333333333333333,-43.17304197530865
828,225096,1,4.0,3,56,6,184,8121.495902777778,0,0.0,-0.10714285714285714,3.7110751488095275
828,225096,2,4.0,3,54,6,178,8329.316111111111,-2,3.0,0.3333333333333333,-43.17304197530865
828,225096,3,7.839999999999999,3,59,4,196,5997.971844444444,1,2.160000000000001,-0.2542372881355932,19.38563639359699
828,225096,4,10.240000000000002,3,62,5,181,7141.724391666667,0,-0.240000000000002,-0.3064516129032258,6.240484722222229
828,225096,5,10.240000000000002,3,55,5,162,7528.634444444445,0,1.759999999999998,-0.07272727272727272,5.1539381818181775
828,225096,6,12.96,3,53,5,158,7812.101044444445,-3,-0.9600000000000009,0.32075471698113206,-35.34014915901895
828,225096,7,12.25,3,57,2,175,5939.07313901644,0,-0.25,-0.17543859649122806,38.982669642553255
828,225105,1,9.0,3,56,6,184,8121.495902777778,0,3.0,-0.10714285714285714,3.7110751488095275
828,225105,2,12.25,3,54,6,178,8329.316111111111,-2,4.75,0.3333333333333333,-43.17304197530865
828,225105,3,17.64,3,59,4,196,5997.971844444444,1,12.36,-0.2542372881355932,19.38563639359699
828,225105,4,30.25,3,62,5,181,7141.724391666667,0,0.75,-0.3064516129032258,6.240484722222229
828,225105,5,31.359999999999996,3,55,5,162,7528.634444444445,0,6.640000000000004,-0.07272727272727272,5.1539381818181775
828,225105,6,38.440000000000005,3,53,5,158,7812.101044444445,-3,25.559999999999995,0.32075471698113206,-35.34014915901895
828,225105,7,64.0,3,57,2,175,5939.07313901644,0,30.0,-0.17543859649122806,38.982669642553255
