species,TreeID,census,e,Cluster,S_t,n,N_t,E_t,dn,de,dN/S,dE/S
316,268598,7,6.25,2,59,11,179,13216.940555555555,1,3.75,-0.1694915254237288,-18.03798562588877
316,305848,4,1.0,2,59,8,179,9954.858871882087,0,1.0,-0.1694915254237288,8.220619697384622
316,305848,5,2.25,2,57,8,169,10439.87543402778,0,-0.25,0.08771929824561403,25.918160966100178
316,305848,6,2.8899999999999997,2,58,8,174,11917.21060909549,3,0.11000000000000032,0.08620689655172414,22.409137007932166
316,305848,7,3.61,2,59,11,179,13216.940555555555,1,3.39,-0.1694915254237288,-18.03798562588877
316,344956,6,1.0,2,58,8,174,11917.21060909549,3,0.0,0.08620689655172414,22.409137007932166
316,344956,7,1.44,2,59,11,179,13216.940555555555,1,-0.43999999999999995,-0.1694915254237288,-18.03798562588877
316,455165,7,1.44,2,59,11,179,13216.940555555555,1,0.56,-0.1694915254237288,-18.03798562588877
316,455172,7,1.0,2,59,11,179,13216.940555555555,1,0.0,-0.1694915254237288,-18.03798562588877
316,455178,7,1.2100000000000002,2,59,11,179,13216.940555555555,1,0.7899999999999998,-0.1694915254237288,-18.03798562588877
1575,231486,1,36.0,4,62,4,155,6960.764066666667,0,-4.0,0.22580645161290322,30.708809856630833
1575,231486,2,32.49,4,61,4,169,8864.710277777778,1,0.509999999999998,0.21311475409836064,3.377022996357005
1575,231486,3,33.64,4,61,5,182,9070.708680555555,-2,-17.64,-0.04918032786885246,14.494265431582477
1575,231486,4,16.81,4,59,3,179,9954.858871882087,0,2.1900000000000013,-0.1694915254237288,8.220619697384622
1575,231486,5,19.802500000000002,4,57,3,169,10439.87543402778,1,0.197499999999998,0.08771929824561403,25.918160966100178
1575,231486,6,20.25,4,58,4,174,11917.21060909549,0,25.75,0.08620689655172414,22.409137007932166
1575,231486,7,46.239999999999995,4,59,4,179,13216.940555555555,-4,-46.239999999999995,-0.1694915254237288,-18.03798562588877
1575,231522,1,204.49,4,62,4,155,6960.764066666667,0,2.509999999999991,0.22580645161290322,30.708809856630833
1575,231522,2,207.36,4,61,4,169,8864.710277777778,1,8.639999999999986,0.21311475409836064,3.377022996357005
1575,231522,3,216.08999999999997,4,61,5,182,9070.708680555555,-2,11.910000000000025,-0.04918032786885246,14.494265431582477
1575,231522,4,228.01,4,59,3,179,9954.858871882087,0,5.990000000000009,-0.1694915254237288,8.220619697384622
1575,231522,5,234.09000000000003,4,57,3,169,10439.87543402778,1,14.909999999999968,0.08771929824561403,25.918160966100178
1575,231522,6,249.64000000000001,4,58,4,174,11917.21060909549,0,18.359999999999985,0.08620689655172414,22.409137007932166
1575,231522,7,268.96,4,59,4,179,13216.940555555555,-2,20.04000000000002,-0.1694915254237288,-18.03798562588877
1575,231543,1,1.0,4,62,4,155,6960.764066666667,0,0.0,0.22580645161290322,30.708809856630833
1575,231543,2,1.0,4,61,4,169,8864.710277777778,1,2.0,0.21311475409836064,3.377022996357005
1575,231543,3,3.24,4,61,5,182,9070.708680555555,-5,-3.24,-0.04918032786885246,14.494265431582477
1575,231543,6,2.25,4,58,4,174,11917.21060909549,0,4.75,0.08620689655172414,22.409137007932166
1575,231543,7,7.839999999999999,4,59,4,179,13216.940555555555,-2,-5.839999999999999,-0.1694915254237288,-18.03798562588877
1575,231550,1,3.0625,4,62,4,155,6960.764066666667,0,0.9375,0.22580645161290322,30.708809856630833
1575,231550,2,4.0,4,61,4,169,8864.710277777778,1,1.0,0.21311475409836064,3.377022996357005
1575,231550,3,5.76,4,61,5,182,9070.708680555555,-2,3.24,-0.04918032786885246,14.494265431582477
1575,231550,4,9.0,4,59,3,179,9954.858871882087,0,-5.0,-0.1694915254237288,8.220619697384622
1575,231550,5,4.6225,4,57,3,169,10439.87543402778,1,5.3775,0.08771929824561403,25.918160966100178
1575,231550,6,10.889999999999999,4,58,4,174,11917.21060909549,0,-0.8899999999999988,0.08620689655172414,22.409137007932166
1575,231550,7,10.889999999999999,4,59,4,179,13216.940555555555,-4,-10.889999999999999,-0.1694915254237288,-18.03798562588877
1575,268594,3,1.6900000000000002,4,61,5,182,9070.708680555555,-5,-1.6900000000000002,-0.04918032786885246,14.494265431582477
1139,231583,1,98.01,2,62,1,155,6960.764066666667,0,22.989999999999995,0.22580645161290322,30.708809856630833
1139,231583,2,121.0,2,61,1,169,8864.710277777778,0,6.0,0.21311475409836064,3.377022996357005
1139,231583,3,127.69000000000001,2,61,1,182,9070.708680555555,0,13.309999999999988,-0.04918032786885246,14.494265431582477
1139,231583,4,141.61,2,59,1,179,9954.858871882087,0,-0.6100000000000136,-0.1694915254237288,8.220619697384622
1139,231583,5,141.61,2,57,1,169,10439.87543402778,0,-5.610000000000014,0.08771929824561403,25.918160966100178
1139,231583,6,136.89,2,58,1,174,11917.21060909549,0,-0.8899999999999864,0.08620689655172414,22.409137007932166
1139,231583,7,136.89,2,59,1,179,13216.940555555555,0,2.1100000000000136,-0.1694915254237288,-18.03798562588877
1057,231501,1,4.0,3,62,1,155,6960.764066666667,0,2.0,0.22580645161290322,30.708809856630833
1057,231501,2,6.25,3,61,1,169,8864.710277777778,0,6.75,0.21311475409836064,3.377022996357005
1057,231501,3,13.690000000000001,3,61,1,182,9070.708680555555,0,11.309999999999999,-0.04918032786885246,14.494265431582477
1057,231501,4,25.0,3,59,1,179,9954.858871882087,0,13.0,-0.1694915254237288,8.220619697384622
1057,231501,5,38.440000000000005,3,57,1,169,10439.87543402778,0,0.5599999999999952,0.08771929824561403,25.918160966100178
1057,231501,6,39.69,3,58,1,174,11917.21060909549,0,-6.689999999999998,0.08620689655172414,22.409137007932166
1057,231501,7,33.64,3,59,1,179,13216.940555555555,0,4.359999999999999,-0.1694915254237288,-18.03798562588877
990,231472,1,6.25,2,62,1,155,6960.764066666667,0,2.75,0.22580645161290322,30.708809856630833
990,231472,2,9.0,2,61,1,169,8864.710277777778,1,6.0,0.21311475409836064,3.377022996357005
990,231472,3,15.209999999999999,2,61,2,182,9070.708680555555,1,9.790000000000001,-0.04918032786885246,14.494265431582477
990,231472,4,25.0,2,59,3,179,9954.858871882087,1,13.0,-0.1694915254237288,8.220619697384622
990,231472,5,38.440000000000005,2,57,4,169,10439.87543402778,0,10.559999999999995,0.08771929824561403,25.918160966100178
990,231472,6,49.0,2,58,4,174,11917.21060909549,1,28.0,0.08620689655172414,22.409137007932166
990,231472,7,77.44000000000001,2,59,5,179,13216.940555555555,-1,4.559999999999988,-0.1694915254237288,-18.03798562588877
990,268587,3,1.44,2,61,2,182,9070.708680555555,1,1.56,-0.04918032786885246,14.494265431582477
990,268587,4,3.61,2,59,3,179,9954.858871882087,1,0.3900000000000001,-0.1694915254237288,8.220619697384622
990,268587,5,4.0,2,57,4,169,10439.87543402778,0,0.0,0.08771929824561403,25.918160966100178
990,268587,6,4.41,2,58,4,174,11917.21060909549,1,-0.41000000000000014,0.08620689655172414,22.409137007932166
990,268587,7,4.41,2,59,5,179,13216.940555555555,-5,-4.41,-0.1694915254237288,-18.03798562588877
990,305832,4,2.25,2,59,3,179,9954.858871882087,1,-0.25,-0.1694915254237288,8.220619697384622
990,305832,5,2.8899999999999997,2,57,4,169,10439.87543402778,0,-0.8899999999999997,0.08771929824561403,25.918160966100178
990,305832,6,2.8899999999999997,2,58,4,174,11917.21060909549,1,0.11000000000000032,0.08620689655172414,22.409137007932166
990,305832,7,3.24,2,59,5,179,13216.940555555555,-1,-0.2400000000000002,-0.1694915254237288,-18.03798562588877
990,325668,5,7.839999999999999,2,57,4,169,10439.87543402778,0,20.16,0.08771929824561403,25.918160966100178
990,325668,6,28.09,2,58,4,174,11917.21060909549,1,18.91,0.08620689655172414,22.409137007932166
990,325668,7,47.61000000000001,2,59,5,179,13216.940555555555,-1,52.38999999999999,-0.1694915254237288,-18.03798562588877
990,455168,7,1.6900000000000002,2,59,5,179,13216.940555555555,-1,0.30999999999999983,-0.1694915254237288,-18.03798562588877
1122,231541,1,6.25,2,62,2,155,6960.764066666667,0,2.75,0.22580645161290322,30.708809856630833
1122,231541,2,9.0,2,61,2,169,8864.710277777778,0,0.0,0.21311475409836064,3.377022996357005
1122,231541,3,9.610000000000001,2,61,2,182,9070.708680555555,-2,-9.610000000000001,-0.04918032786885246,14.494265431582477
1122,231544,1,12.25,2,62,2,155,6960.764066666667,0,3.75,0.22580645161290322,30.708809856630833
1122,231544,2,16.0,2,61,2,169,8864.710277777778,0,2.0,0.21311475409836064,3.377022996357005
1122,231544,3,18.49,2,61,2,182,9070.708680555555,-1,7.510000000000002,-0.04918032786885246,14.494265431582477
1122,231544,4,26.009999999999998,2,59,1,179,9954.858871882087,0,7.990000000000002,-0.1694915254237288,8.220619697384622
1122,231544,5,34.81,2,57,1,169,10439.87543402778,0,22.189999999999998,0.08771929824561403,25.918160966100178
1122,231544,6,57.76,2,58,1,174,11917.21060909549,0,28.240000000000002,0.08620689655172414,22.409137007932166
1122,231544,7,86.49000000000001,2,59,1,179,13216.940555555555,0,11.509999999999991,-0.1694915254237288,-18.03798562588877
1145,231523,1,84.27239999999999,4,62,1,155,6960.764066666667,0,27.72760000000001,0.22580645161290322,30.708809856630833
1145,231523,2,112.36,4,61,1,169,8864.710277777778,1,-27.36,0.21311475409836064,3.377022996357005
1145,231523,3,85.87111111111112,4,61,2,182,9070.708680555555,0,9.12888888888888,-0.04918032786885246,14.494265431582477
1145,231523,4,95.48081632653059,4,59,2,179,9954.858871882087,-1,6.5191836734694135,-0.1694915254237288,8.220619697384622
1145,231523,5,102.26265625000002,4,57,1,169,10439.87543402778,0,-2.2626562500000205,0.08771929824561403,25.918160966100178
1145,231523,6,100.89086419753086,4,58,1,174,11917.21060909549,0,9.10913580246914,0.08620689655172414,22.409137007932166
1145,231523,7,110.9511111111111,4,59,1,179,13216.940555555555,0,-13.951111111111103,-0.1694915254237288,-18.03798562588877
1145,268606,3,30.25,4,61,2,182,9070.708680555555,0,13.75,-0.04918032786885246,14.494265431582477
1145,268606,4,44.89,4,59,2,179,9954.858871882087,-2,-44.89,-0.1694915254237288,8.220619697384622
1163,231469,1,174.23999999999998,4,62,4,155,6960.764066666667,0,1.7600000000000193,0.22580645161290322,30.708809856630833
1163,231469,2,176.89000000000001,4,61,4,169,8864.710277777778,0,5.109999999999985,0.21311475409836064,3.377022996357005
1163,231469,3,182.25,4,61,4,182,9070.708680555555,-4,-182.25,-0.04918032786885246,14.494265431582477
1163,231471,1,380.25,4,62,4,155,6960.764066666667,0,31.75,0.22580645161290322,30.708809856630833
1163,231471,2,412.09000000000003,4,61,4,169,8864.710277777778,0,-144.09000000000003,0.21311475409836064,3.377022996357005
1163,231471,3,268.96,4,61,4,182,9070.708680555555,-1,-28.95999999999998,-0.04918032786885246,14.494265431582477
1163,231471,4,240.25,4,59,3,179,9954.858871882087,-3,-240.25,-0.1694915254237288,8.220619697384622
1163,231483,1,272.25,4,62,4,155,6960.764066666667,0,2.75,0.22580645161290322,30.708809856630833
1163,231483,2,275.56000000000006,4,61,4,169,8864.710277777778,0,-119.56000000000006,0.21311475409836064,3.377022996357005
1163,231483,3,156.25,4,61,4,182,9070.708680555555,-1,-22.25,-0.04918032786885246,14.494265431582477
1163,231483,4,134.56,4,59,3,179,9954.858871882087,0,21.439999999999998,-0.1694915254237288,8.220619697384622
1163,231483,5,156.25,4,57,3,169,10439.87543402778,-1,1.75,0.08771929824561403,25.918160966100178
1163,231483,6,158.76,4,58,2,174,11917.21060909549,-1,-2.759999999999991,0.08620689655172414,22.409137007932166
1163,231483,7,156.25,4,59,1,179,13216.940555555555,0,-0.25,-0.1694915254237288,-18.03798562588877
1163,231586,1,252.81,4,62,4,155,6960.764066666667,0,-81.81,0.22580645161290322,30.708809856630833
1163,231586,2,171.60999999999999,4,61,4,169,8864.710277777778,0,-2.609999999999985,0.21311475409836064,3.377022996357005
1163,231586,3,169.0,4,61,4,182,9070.708680555555,-1,-3.0,-0.04918032786885246,14.494265431582477
1163,231586,4,166.41,4,59,3,179,9954.858871882087,0,-0.4099999999999966,-0.1694915254237288,8.220619697384622
1163,231586,5,166.41,4,57,3,169,10439.87543402778,-1,-5.409999999999997,0.08771929824561403,25.918160966100178
1163,231586,6,161.29,4,58,2,174,11917.21060909549,-2,-161.29,0.08620689655172414,22.409137007932166
1163,325663,5,30.25,4,57,3,169,10439.87543402778,-3,-30.25,0.08771929824561403,25.918160966100178
1549,231574,1,4.0,4,62,1,155,6960.764066666667,0,0.0,0.22580645161290322,30.708809856630833
1549,231574,2,4.0,4,61,1,169,8864.710277777778,0,2.0,0.21311475409836064,3.377022996357005
1549,231574,3,6.760000000000001,4,61,1,182,9070.708680555555,0,2.2399999999999993,-0.04918032786885246,14.494265431582477
1549,231574,4,9.0,4,59,1,179,9954.858871882087,0,0.0,-0.1694915254237288,8.220619697384622
1549,231574,5,9.0,4,57,1,169,10439.87543402778,0,0.0,0.08771929824561403,25.918160966100178
1549,231574,6,9.610000000000001,4,58,1,174,11917.21060909549,0,-0.6100000000000012,0.08620689655172414,22.409137007932166
1549,231574,7,9.610000000000001,4,59,1,179,13216.940555555555,1,15.389999999999999,-0.1694915254237288,-18.03798562588877
540,8242,1,795.24,3,62,3,155,6960.764066666667,0,717.76,0.22580645161290322,30.708809856630833
540,8242,2,1513.2099999999998,3,61,3,169,8864.710277777778,0,493.7900000000002,0.21311475409836064,3.377022996357005
540,8242,3,2007.0399999999997,3,61,3,182,9070.708680555555,0,442.96000000000026,-0.04918032786885246,14.494265431582477
540,8242,4,2450.25,3,59,3,179,9954.858871882087,-1,358.75,-0.1694915254237288,8.220619697384622
540,8242,5,2809.0,3,57,2,169,10439.87543402778,0,282.0,0.08771929824561403,25.918160966100178
540,8242,6,3091.36,3,58,2,174,11917.21060909549,0,460.6399999999999,0.08620689655172414,22.409137007932166
540,8242,7,3552.1600000000003,3,59,2,179,13216.940555555555,0,23.83999999999969,-0.1694915254237288,-18.03798562588877
540,231478,1,104.03999999999999,3,62,3,155,6960.764066666667,0,1.960000000000008,0.22580645161290322,30.708809856630833
540,231478,2,106.09000000000002,3,61,3,169,8864.710277777778,0,5.909999999999982,0.21311475409836064,3.377022996357005
540,231478,3,112.36,3,61,3,182,9070.708680555555,0,43.64,-0.04918032786885246,14.494265431582477
540,231478,4,156.25,3,59,3,179,9954.858871882087,-1,44.75,-0.1694915254237288,8.220619697384622
540,231478,5,201.64,3,57,2,169,10439.87543402778,0,35.360000000000014,0.08771929824561403,25.918160966100178
540,231478,6,237.16000000000003,3,58,2,174,11917.21060909549,0,78.83999999999997,0.08620689655172414,22.409137007932166
540,231478,7,316.84000000000003,3,59,2,179,13216.940555555555,0,36.15999999999997,-0.1694915254237288,-18.03798562588877
540,231526,1,6.25,3,62,3,155,6960.764066666667,0,2.75,0.22580645161290322,30.708809856630833
540,231526,2,9.0,3,61,3,169,8864.710277777778,0,1.0,0.21311475409836064,3.377022996357005
540,231526,3,10.889999999999999,3,61,3,182,9070.708680555555,0,-0.8899999999999988,-0.04918032786885246,14.494265431582477
540,231526,4,10.240000000000002,3,59,3,179,9954.858871882087,-3,-10.240000000000002,-0.1694915254237288,8.220619697384622
827,231553,1,1.0,3,62,3,155,6960.764066666667,0,0.0,0.22580645161290322,30.708809856630833
827,231553,2,1.0,3,61,3,169,8864.710277777778,1,0.0,0.21311475409836064,3.377022996357005
827,231553,3,1.6900000000000002,3,61,4,182,9070.708680555555,-4,-1.6900000000000002,-0.04918032786885246,14.494265431582477
827,231558,1,12.25,3,62,3,155,6960.764066666667,0,3.75,0.22580645161290322,30.708809856630833
827,231558,2,16.0,3,61,3,169,8864.710277777778,1,0.0,0.21311475409836064,3.377022996357005
827,231558,3,16.0,3,61,4,182,9070.708680555555,-1,1.0,-0.04918032786885246,14.494265431582477
827,231558,4,17.64,3,59,3,179,9954.858871882087,1,0.35999999999999943,-0.1694915254237288,8.220619697384622
827,231558,5,18.49,3,57,4,169,10439.87543402778,2,-1.4899999999999984,0.08771929824561403,25.918160966100178
827,231558,6,17.64,3,58,6,174,11917.21060909549,1,-0.6400000000000006,0.08620689655172414,22.409137007932166
827,231558,7,17.64,3,59,7,179,13216.940555555555,0,3.3599999999999994,-0.1694915254237288,-18.03798562588877
827,231594,1,9.0,3,62,3,155,6960.764066666667,0,3.0,0.22580645161290322,30.708809856630833
827,231594,2,12.25,3,61,3,169,8864.710277777778,1,1.75,0.21311475409836064,3.377022996357005
827,231594,3,14.44,3,61,4,182,9070.708680555555,-1,0.5600000000000005,-0.04918032786885246,14.494265431582477
827,231594,4,15.209999999999999,3,59,3,179,9954.858871882087,1,0.7900000000000009,-0.1694915254237288,8.220619697384622
827,231594,5,16.0,3,57,4,169,10439.87543402778,2,0.0,0.08771929824561403,25.918160966100178
827,231594,6,16.81,3,58,6,174,11917.21060909549,1,0.19000000000000128,0.08620689655172414,22.409137007932166
827,231594,7,17.64,3,59,7,179,13216.940555555555,0,-0.6400000000000006,-0.1694915254237288,-18.03798562588877
827,268605,3,1.6900000000000002,3,61,4,182,9070.708680555555,-1,2.3099999999999996,-0.04918032786885246,14.494265431582477
827,268605,4,4.41,3,59,3,179,9954.858871882087,1,0.5899999999999999,-0.1694915254237288,8.220619697384622
827,268605,5,5.289999999999999,3,57,4,169,10439.87543402778,2,1.7100000000000009,0.08771929824561403,25.918160966100178
827,268605,6,7.839999999999999,3,58,6,174,11917.21060909549,1,-0.839999999999999,0.08620689655172414,22.409137007932166
827,268605,7,7.839999999999999,3,59,7,179,13216.940555555555,-7,-7.839999999999999,-0.1694915254237288,-18.03798562588877
827,325665,5,1.6900000000000002,3,57,4,169,10439.87543402778,-4,-1.6900000000000002,0.08771929824561403,25.918160966100178
827,344958,6,1.9599999999999997,3,58,6,174,11917.21060909549,1,7.04,0.08620689655172414,22.409137007932166
827,344958,7,9.0,3,59,7,179,13216.940555555555,0,7.0,-0.1694915254237288,-18.03798562588877
827,344971,6,2.8899999999999997,3,58,6,174,11917.21060909549,1,1.1100000000000003,0.08620689655172414,22.409137007932166
827,344971,7,4.0,3,59,7,179,13216.940555555555,0,3.0,-0.1694915254237288,-18.03798562588877
827,344974,6,1.0,3,58,6,174,11917.21060909549,1,0.0,0.08620689655172414,22.409137007932166
827,344974,7,1.44,3,59,7,179,13216.940555555555,0,-0.43999999999999995,-0.1694915254237288,-18.03798562588877
827,455170,7,1.6900000000000002,3,59,7,179,13216.940555555555,0,1.3099999999999998,-0.1694915254237288,-18.03798562588877
1677,344966,6,1.2100000000000002,4,58,2,174,11917.21060909549,-1,-0.2100000000000002,0.08620689655172414,22.409137007932166
1677,344966,7,1.9599999999999997,4,59,1,179,13216.940555555555,0,-0.9599999999999997,-0.1694915254237288,-18.03798562588877
1677,345519,6,1.0,4,58,2,174,11917.21060909549,-2,-1.0,0.08620689655172414,22.409137007932166
828,231489,1,92.16,3,62,4,155,6960.764066666667,0,-2.1599999999999966,0.22580645161290322,30.708809856630833
828,231489,2,90.25,3,61,4,169,8864.710277777778,-1,-0.25,0.21311475409836064,3.377022996357005
828,231489,3,90.25,3,61,3,182,9070.708680555555,0,5.75,-0.04918032786885246,14.494265431582477
828,231489,4,96.04000000000002,3,59,3,179,9954.858871882087,-1,3.9599999999999795,-0.1694915254237288,8.220619697384622
828,231489,5,100.0,3,57,2,169,10439.87543402778,0,-2.0,0.08771929824561403,25.918160966100178
828,231489,6,98.01,3,58,2,174,11917.21060909549,0,1.9899999999999949,0.08620689655172414,22.409137007932166
828,231489,7,100.0,3,59,2,179,13216.940555555555,0,4.0,-0.1694915254237288,-18.03798562588877
828,231537,1,2.25,3,62,4,155,6960.764066666667,0,-0.25,0.22580645161290322,30.708809856630833
828,231537,2,2.25,3,61,4,169,8864.710277777778,-1,1.75,0.21311475409836064,3.377022996357005
828,231537,3,4.0,3,61,3,182,9070.708680555555,0,0.0,-0.04918032786885246,14.494265431582477
828,231537,4,4.0,3,59,3,179,9954.858871882087,-1,0.0,-0.1694915254237288,8.220619697384622
828,231537,5,4.0,3,57,2,169,10439.87543402778,-2,-4.0,0.08771929824561403,25.918160966100178
828,231573,1,6.25,3,62,4,155,6960.764066666667,0,2.75,0.22580645161290322,30.708809856630833
828,231573,2,9.0,3,61,4,169,8864.710277777778,-4,-9.0,0.21311475409836064,3.377022996357005
828,231591,1,6.25,3,62,4,155,6960.764066666667,0,-0.25,0.22580645161290322,30.708809856630833
828,231591,2,6.25,3,61,4,169,8864.710277777778,-1,1.75,0.21311475409836064,3.377022996357005
828,231591,3,8.41,3,61,3,182,9070.708680555555,0,0.5899999999999999,-0.04918032786885246,14.494265431582477
828,231591,4,9.610000000000001,3,59,3,179,9954.858871882087,-3,-9.610000000000001,-0.1694915254237288,8.220619697384622
828,344967,6,1.9599999999999997,3,58,2,174,11917.21060909549,0,0.04000000000000026,0.08620689655172414,22.409137007932166
828,344967,7,2.5600000000000005,3,59,2,179,13216.940555555555,0,0.4399999999999995,-0.1694915254237288,-18.03798562588877
135,231500,1,3.0625,2,62,1,155,6960.764066666667,0,0.9375,0.22580645161290322,30.708809856630833
135,231500,2,4.0,2,61,1,169,8864.710277777778,0,6.0,0.21311475409836064,3.377022996357005
135,231500,3,10.889999999999999,2,61,1,182,9070.708680555555,0,6.110000000000001,-0.04918032786885246,14.494265431582477
135,231500,4,17.64,2,59,1,179,9954.858871882087,0,-0.6400000000000006,-0.1694915254237288,8.220619697384622
135,231500,5,17.64,2,57,1,169,10439.87543402778,0,-0.6400000000000006,0.08771929824561403,25.918160966100178
135,231500,6,17.64,2,58,1,174,11917.21060909549,1,5.359999999999999,0.08620689655172414,22.409137007932166
135,231500,7,23.04,2,59,2,179,13216.940555555555,1,4.960000000000001,-0.1694915254237288,-18.03798562588877
135,455171,7,3.61,2,59,2,179,13216.940555555555,1,3.39,-0.1694915254237288,-18.03798562588877
184,231494,1,4.0,2,62,1,155,6960.764066666667,0,0.0,0.22580645161290322,30.708809856630833
184,231494,2,4.0,2,61,1,169,8864.710277777778,0,-1.0,0.21311475409836064,3.377022996357005
184,231494,3,3.4225000000000003,2,61,1,182,9070.708680555555,0,3.5774999999999997,-0.04918032786885246,14.494265431582477
184,231494,4,7.290000000000001,2,59,1,179,9954.858871882087,0,-0.2900000000000009,-0.1694915254237288,8.220619697384622
184,231494,5,7.839999999999999,2,57,1,169,10439.87543402778,0,-0.839999999999999,0.08771929824561403,25.918160966100178
