species,TreeID,census,e,Cluster,S_t,n,N_t,E_t,dn,de,dN/S,dE/S
316,140105,1,12.25,2,55,9,227,16311.395625,2,-0.25,0.21818181818181817,18.470190656565716
316,140105,2,12.25,2,54,11,239,17327.256111111114,-11,-12.25,-0.5370370370370371,-22.93919238683133
316,140108,1,6.25,2,55,9,227,16311.395625,2,-2.25,0.21818181818181817,18.470190656565716
316,140108,2,4.0,2,54,11,239,17327.256111111114,-11,-4.0,-0.5370370370370371,-22.93919238683133
316,249772,2,1.0,2,54,11,239,17327.256111111114,-6,0.0,-0.5370370370370371,-22.93919238683133
316,249772,3,1.6900000000000002,2,52,5,210,16088.539722222222,0,-0.6900000000000002,-0.25,-3.3830288461538376
316,249772,4,1.9599999999999997,2,49,5,197,15912.622222222222,1,-0.9599999999999997,-0.42857142857142855,21.180385487528355
316,249772,5,1.9599999999999997,2,44,6,176,16950.46111111111,-3,-0.9599999999999997,-0.11363636363636363,21.251736111111065
316,249772,6,1.9599999999999997,2,47,3,171,17885.5375,-3,-1.9599999999999997,0.2553191489361702,-137.89273823877065
316,250179,2,1.0,2,54,11,239,17327.256111111114,-6,0.0,-0.5370370370370371,-22.93919238683133
316,250179,3,1.9599999999999997,2,52,5,210,16088.539722222222,0,0.04000000000000026,-0.25,-3.3830288461538376
316,250179,4,2.25,2,49,5,197,15912.622222222222,-5,-2.25,-0.42857142857142855,21.180385487528355
316,334009,5,1.2100000000000002,2,44,6,176,16950.46111111111,-6,-1.2100000000000002,-0.11363636363636363,21.251736111111065
316,334009,7,1.6900000000000002,2,61,4,183,11404.578802777778,2,1.3099999999999998,-0.2459016393442623,32.3399148907104
316,334014,5,1.2100000000000002,2,44,6,176,16950.46111111111,-6,-1.2100000000000002,-0.11363636363636363,21.251736111111065
316,354938,6,1.0,2,47,3,171,17885.5375,1,1.0,0.2553191489361702,-137.89273823877065
316,354938,7,2.25,2,61,4,183,11404.578802777778,-4,-2.25,-0.2459016393442623,32.3399148907104
316,466270,7,1.44,2,61,4,183,11404.578802777778,2,-0.43999999999999995,-0.2459016393442623,32.3399148907104
1575,140033,1,12.25,4,55,1,227,16311.395625,0,17.75,0.21818181818181817,18.470190656565716
1575,140033,2,30.25,4,54,1,239,17327.256111111114,0,11.75,-0.5370370370370371,-22.93919238683133
1575,140033,3,42.25,4,52,1,210,16088.539722222222,0,0.75,-0.25,-3.3830288461538376
1575,140033,4,43.559999999999995,4,49,1,197,15912.622222222222,0,-0.5599999999999952,-0.42857142857142855,21.180385487528355
1575,140033,5,43.559999999999995,4,44,1,176,16950.46111111111,0,5.440000000000005,-0.11363636363636363,21.251736111111065
1575,140033,6,49.0,4,47,1,171,17885.5375,0,-44.0,0.2553191489361702,-137.89273823877065
81,139988,1,56.25,4,55,1,227,16311.395625,0,3.75,0.21818181818181817,18.470190656565716
81,139988,2,60.839999999999996,4,54,1,239,17327.256111111114,0,21.160000000000004,-0.5370370370370371,-22.93919238683133
81,139988,3,82.80999999999999,4,52,1,210,16088.539722222222,0,-12.809999999999988,-0.25,-3.3830288461538376
81,139988,4,70.56,4,49,1,197,15912.622222222222,0,1.4399999999999977,-0.42857142857142855,21.180385487528355
81,139988,5,72.25,4,44,1,176,16950.46111111111,0,6.75,-0.11363636363636363,21.251736111111065
81,139988,6,79.21000000000001,4,47,1,171,17885.5375,0,-0.21000000000000796,0.2553191489361702,-137.89273823877065
